#Exudyn implicit second order time integration sensor output file
#measure Body number = 1
#OutputVariableType = Rotation
#simulation started = 2025-02-12,13:55:56
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 1
#Exudyn version = 1.9.0; Python3.9.18; Windows AVX2 FLOAT64
#
0,0
0.001,-6.118342713e-06
0.002,-2.224961901e-05
0.003,-4.346162996e-05
0.004,-6.471088322e-05
0.005,-8.18655047e-05
0.006,-9.231574629e-05
0.007,-9.518696089e-05
0.008,-9.118794988e-05
0.009,-8.21895385e-05
0.01,-7.066171209e-05
0.011,-5.910083212e-05
0.012,-4.955628872e-05
0.013,-4.332729081e-05
0.014,-4.085565822e-05
0.015,-4.179900677e-05
0.016,-4.523774644e-05
0.017,-4.995270896e-05
0.018,-5.470847013e-05
0.019,-5.848816702e-05
0.02,-6.064456153e-05
0.021,-6.095422988e-05
0.022,-5.958233276e-05
0.023,-5.698085703e-05
0.024,-5.375154565e-05
0.025,-5.050567751e-05
0.026,-4.774759042e-05
0.027,-4.579948345e-05
0.028,-4.477409298e-05
0.029,-4.459165291e-05
0.03,-4.502989391e-05
0.031,-4.579168509e-05
0.032,-4.657441326e-05
0.033,-4.712776302e-05
0.034,-4.729116461e-05
0.035,-4.700758149e-05
0.036,-4.63153565e-05
0.037,-4.532364088e-05
0.038,-4.417900645e-05
0.039,-4.303111275e-05
0.04,-4.200404469e-05
0.041,-4.117766781e-05
0.042,-4.058067662e-05
0.043,-4.019451202e-05
0.044,-3.996543417e-05
0.045,-3.982100046e-05
0.046,-3.968705451e-05
0.047,-3.950194448e-05
0.048,-3.922580688e-05
0.049,-3.884407132e-05
0.05,-3.836558057e-05
0.051,-3.781665864e-05
0.052,-3.723297799e-05
0.053,-3.66511525e-05
0.054,-3.610168424e-05
0.055,-3.560434116e-05
0.056,-3.516639071e-05
0.057,-3.478350125e-05
0.058,-3.44426562e-05
0.059,-3.4126168e-05
0.06,-3.381583817e-05
0.061,-3.349645617e-05
0.062,-3.315810087e-05
0.063,-3.279703046e-05
0.064,-3.241525086e-05
0.065,-3.201908403e-05
0.066,-3.161718695e-05
0.067,-3.121849305e-05
0.068,-3.083047648e-05
0.069,-3.045800632e-05
0.07,-3.010289827e-05
0.071,-2.97641211e-05
0.072,-2.943849992e-05
0.073,-2.912169383e-05
0.074,-2.880921461e-05
0.075,-2.849728771e-05
0.076,-2.818342272e-05
0.077,-2.786663911e-05
0.078,-2.75473676e-05
0.079,-2.722710471e-05
0.08,-2.690793024e-05
0.081,-2.659200326e-05
0.082,-2.628113491e-05
0.083,-2.59765044e-05
0.084,-2.567854541e-05
0.085,-2.538699309e-05
0.086,-2.510105369e-05
0.087,-2.481964275e-05
0.088,-2.454163446e-05
0.089,-2.426607353e-05
0.09,-2.399231663e-05
0.091,-2.372008954e-05
0.092,-2.344946473e-05
0.093,-2.318077806e-05
0.094,-2.291451127e-05
0.095,-2.265116851e-05
0.096,-2.239117127e-05
0.097,-2.2134788e-05
0.098,-2.188210527e-05
0.099,-2.163303847e-05
0.1,-2.138737273e-05
0.101,-2.114482085e-05
0.102,-2.090508443e-05
0.103,-2.066790595e-05
0.104,-2.043310385e-05
0.105,-2.020058697e-05
0.106,-1.997034951e-05
0.107,-1.974245091e-05
0.108,-1.951698726e-05
0.109,-1.929406107e-05
0.11,-1.907375536e-05
0.111,-1.885611628e-05
0.112,-1.86411458e-05
0.113,-1.842880408e-05
0.114,-1.821901936e-05
0.115,-1.801170207e-05
0.116,-1.780675978e-05
0.117,-1.760411e-05
0.118,-1.74036889e-05
0.119,-1.720545494e-05
0.12,-1.700938775e-05
0.121,-1.681548326e-05
0.122,-1.662374676e-05
0.123,-1.643418546e-05
0.124,-1.624680216e-05
0.125,-1.60615909e-05
0.126,-1.587853515e-05
0.127,-1.56976083e-05
0.128,-1.551877605e-05
0.129,-1.534199986e-05
0.13,-1.516724058e-05
0.131,-1.499446164e-05
0.132,-1.482363115e-05
0.133,-1.465472288e-05
0.134,-1.448771595e-05
0.135,-1.432259369e-05
0.136,-1.415934195e-05
0.137,-1.399794724e-05
0.138,-1.383839522e-05
0.139,-1.36806696e-05
0.14,-1.352475165e-05
0.141,-1.337062036e-05
0.142,-1.321825298e-05
0.143,-1.306762585e-05
0.144,-1.291871533e-05
0.145,-1.277149853e-05
0.146,-1.262595387e-05
0.147,-1.248206129e-05
0.148,-1.233980221e-05
0.149,-1.219915925e-05
0.15,-1.206011579e-05
0.151,-1.192265553e-05
0.152,-1.178676214e-05
0.153,-1.165241894e-05
0.154,-1.151960881e-05
0.155,-1.13883142e-05
0.156,-1.12585173e-05
0.157,-1.113020019e-05
0.158,-1.100334507e-05
0.159,-1.08779345e-05
0.16,-1.075395145e-05
0.161,-1.063137943e-05
0.162,-1.051020242e-05
0.163,-1.039040484e-05
0.164,-1.027197141e-05
0.165,-1.015488708e-05
0.166,-1.003913691e-05
0.167,-9.924705985e-06
0.168,-9.811579435e-06
0.169,-9.699742388e-06
0.17,-9.589180026e-06
0.171,-9.479877629e-06
0.172,-9.371820624e-06
0.173,-9.264994631e-06
0.174,-9.159385497e-06
0.175,-9.054979302e-06
0.176,-8.951762365e-06
0.177,-8.849721215e-06
0.178,-8.748842571e-06
0.179,-8.649113315e-06
0.18,-8.550520462e-06
0.181,-8.453051145e-06
0.182,-8.356692606e-06
0.183,-8.261432193e-06
0.184,-8.167257372e-06
0.185,-8.074155729e-06
0.186,-7.98211499e-06
0.187,-7.891123025e-06
0.188,-7.801167858e-06
0.189,-7.712237666e-06
0.19,-7.624320781e-06
0.191,-7.537405682e-06
0.192,-7.451480985e-06
0.193,-7.366535443e-06
0.194,-7.282557929e-06
0.195,-7.199537437e-06
0.196,-7.117463077e-06
0.197,-7.036324075e-06
